	Mo.Ly6C-.Lu#1	Mo.Ly6C-.Lu#2	Mo.Ly6C-.Lu#3	Mo.Ly6C-.Lu.KPd17#1	Mo.Ly6C-.Lu.KPd17#2	Mo.Ly6C-.Lu.KPd28#1	Mo.Ly6C-.Lu.KPd28#2	Mo.Ly6C-.Lu.KPd28#3
Gal3st4	0	0	0	0	0	0	0	0
Galc	94	61	62	135	150	99	115	115
Gale	85	64	49	62	45	64	45	32
Galk1	42	38	51	57	36	55	128	88
Galk2	248	205	282	192	174	384	213	210
Galm	13	36	19	22	34	30	56	51
Galns	109	92	90	58	65	248	165	158
Galnt1	415	307	304	363	289	200	153	173
Galnt10	148	96	98	109	79	167	35	38
Galnt11	500	411	324	356	299	360	173	165
Galnt12	3	11	1	6	8	8	18	16
Galnt13	5	23	22	10	4	5	5	2
Galnt14	8	12	3	2	5	3	1	1
Galnt15	2	3	1	0	3	0	0	0
Galnt16	5	11	10	14	4	2	4	1
Galnt17	5	8	5	3	7	1	0	1
Galnt18	3	5	4	5	0	2	1	1
Galnt2	0	2	0	0	0	0	0	0
Galnt3	4	8	10	7	10	8	24	30
Galnt4	88	50	61	75	51	142	60	61
Galnt5	8	5	3	11	6	4	0	0
Galnt6	65	73	57	49	102	90	243	288
Galnt7	127	124	79	89	128	164	149	220
Galnt9	207	100	99	118	45	396	38	71
Galntl5	1	3	5	0	1	0	1	0
Galntl6	2	12	10	6	6	1	0	2
Galp	0	1	0	0	0	1	0	0
Galr1	0	4	0	1	0	2	0	0
Galr2	1	2	5	1	0	3	0	0
Galr3	0	0	0	0	0	0	0	0
Galt	107	68	121	94	69	117	48	66
Gamt	39	38	64	26	25	104	35	31
Gan	76	83	110	106	47	103	58	48
Ganab	685	681	642	550	421	724	359	430
Ganc	210	226	251	173	152	253	75	71
Gap43	2	3	1	0	0	0	0	0
Gapdh	1146	775	814	738	611	943	1345	2065
Gapdhs	5	8	10	5	5	16	4	1
Gapt	159	115	98	110	89	220	38	44
Gapvd1	649	532	558	560	469	855	373	382
Gar1	28	8	2	13	16	6	11	12
Garem1	3	0	18	0	11	0	2	1
Garem2	0	2	3	1	0	3	1	1
Garnl3	15	24	13	8	18	12	8	14
Gars	634	458	497	452	355	561	360	473
Gart	203	175	149	203	140	267	192	164
Gas1	3	2	3	0	2	0	0	1
Gas2	22	6	40	16	19	14	17	15
Gas2l1	47	37	25	64	46	80	13	50
Gas2l2	10	1	2	0	1	4	2	0
Gas2l3	42	51	67	93	102	116	148	150
Gas6	30	120	173	221	112	3	51	119
Gas7	158	311	434	417	283	1457	563	636
Gas8	31	23	18	34	20	61	35	30
Gast	0	0	0	0	0	0	1	0
Gata1	2	0	3	1	0	0	0	0
Gata2	5	0	2	6	1	0	2	2
Gata3	2	5	6	1	0	14	0	2
Gata4	1	7	2	2	0	0	0	2
Gata5	2	4	3	0	1	0	2	1
Gata6	6	6	4	5	0	0	0	9
Gatad1	154	58	83	79	87	182	52	63
Gatad2a	572	443	312	315	242	559	248	254
Gatad2b	342	255	309	313	210	367	207	131
Gatb	57	80	69	68	32	78	43	73
Gatc	174	108	143	114	91	223	47	72
Gatd1	226	154	184	141	110	346	135	124
Gatm	12	25	22	30	33	9	130	118
Gatsl2	71	60	32	44	26	76	54	71
Gatsl3	29	24	17	23	17	24	9	14
Gba	531	300	488	462	353	520	422	499
Gba2	369	287	308	267	145	434	73	107
Gbe1	92	138	91	132	112	153	147	127
Gbf1	478	411	370	334	259	391	183	152
Gbgt1	24	20	30	35	47	19	61	53
Gbp10	1	1	0	1	1	1	0	0
Gbp2	237	156	269	602	359	511	308	321
Gbp2b	11	24	22	86	9	3	10	10
Gbp3	94	105	183	219	146	521	205	235
Gbp4	68	52	55	178	64	72	160	159
Gbp5	32	55	77	80	55	91	41	58
Gbp6	1	7	0	13	15	2	21	10
Gbp7	117	63	92	238	193	284	498	474
Gbp8	79	86	54	126	87	11	151	110
Gbp9	490	399	461	520	376	645	261	144
Gbx1	10	2	1	1	1	3	2	0
Gbx2	3	1	0	0	0	0	1	1
Gc	3	3	8	5	0	1	1	6
Gca	25	16	18	19	22	34	32	40
Gcat	23	24	18	24	17	12	22	18
Gcc1	132	164	152	121	83	212	33	51
Gcc2	29	19	22	22	15	26	30	22
Gcdh	64	99	53	76	66	47	80	75
Gcfc2	28	18	32	16	14	11	19	15
Gcg	3	1	6	2	3	0	0	1
Gcgr	3	0	0	6	1	0	0	1
Gch1	243	217	117	242	177	192	69	121
Gchfr	5	0	0	0	1	3	0	0
Gck	2	2	3	6	2	0	1	0
Gckr	7	20	5	12	7	2	3	2
Gclc	44	64	55	71	34	52	45	33
Gclm	50	56	30	79	79	31	63	163
Gcm1	0	0	6	0	0	0	1	0
Gcm2	0	2	5	1	0	1	0	0
Gcn1l1	418	338	320	300	230	293	178	182
Gcnt1	236	168	175	130	198	262	205	232
Gcnt2	1135	770	768	712	478	222	302	287
Gcnt3	22	10	6	6	3	0	11	4
Gcnt4	0	17	5	6	1	2	0	0
Gcnt7	17	45	56	34	26	28	20	14
Gcom1	0	0	0	0	0	0	0	0
Gcsam	9	16	10	6	9	0	2	3
Gcsh	42	18	38	21	39	69	93	126
Gda	1850	964	1187	1295	694	1987	1510	1399
Gdap1	12	20	23	10	10	5	1	12
Gdap1l1	3	0	4	0	2	1	1	1
Gdap2	400	280	372	305	230	562	267	233
Gde1	177	128	112	132	167	234	384	345
Gdf1	0	0	0	0	0	0	0	0
Gdf10	7	4	0	1	4	3	0	0
Gdf11	22	6	9	12	6	32	10	5
Gdf15	0	3	1	4	7	2	16	17
Gdf2	2	2	2	3	0	4	1	1
Gdf3	14	31	2	23	60	84	48	36
Gdf5	0	2	1	0	0	0	0	0
Gdf6	2	1	0	0	1	0	0	0
Gdf7	0	0	0	1	0	2	0	0
Gdf9	18	6	12	16	2	40	5	4
Gdi1	1419	1017	1116	798	554	1092	321	347
Gdi2	3279	2774	2804	2926	2397	4086	3235	3484
Gdnf	3	6	0	3	7	0	0	0
Gdpd1	4	1	0	16	27	0	46	64
Gdpd2	4	2	2	1	0	2	1	1
Gdpd3	40	22	24	14	16	42	7	5
Gdpd4	0	6	9	6	3	2	3	5
Gdpd5	71	31	36	55	17	27	34	61
Gdpgp1	68	55	65	23	30	70	34	24
Gem	0	7	0	7	1	25	14	4
Gemin2	43	38	55	40	31	38	20	29
Gemin4	1	2	1	2	0	0	2	0
Gemin5	99	97	93	76	65	96	50	76
Gemin6	22	29	22	32	15	19	11	19
Gemin7	455	305	333	264	191	342	137	135
Gemin8	4	1	15	17	0	7	5	6
Gen1	18	9	10	23	16	14	22	7
Get4	273	182	152	177	121	203	139	121
Gfap	0	1	3	1	1	0	1	0
Gfer	89	56	83	70	47	130	40	60
Gfi1	0	1	1	2	0	2	0	1
Gfi1b	6	1	13	8	3	0	3	8
Gfm1	255	231	227	190	141	286	157	184
Gfm2	263	322	268	225	175	285	157	130
Gfod1	5	10	6	10	7	8	13	8
Gfod2	0	5	12	8	5	3	1	3
Gfpt1	592	455	538	485	391	462	110	165
Gfpt2	3	1	11	9	1	6	2	2
Gfra1	3	3	0	4	1	2	1	5
Gfra2	75	76	34	17	14	5	10	4
Gfra3	0	4	0	0	0	0	1	0
Gfra4	1	2	1	0	0	0	0	0
Gfral	0	0	3	3	0	0	1	1
Gfy	0	0	2	0	0	0	0	0
Gga1	313	238	208	240	167	355	150	119
Gga2	41	44	35	63	89	23	27	73
Gga3	308	216	288	216	153	262	109	107
Ggact	14	12	17	18	6	10	8	7
Ggct	328	290	204	319	212	252	58	57
Ggcx	5	11	5	9	20	16	5	9
Ggh	298	251	268	269	308	750	278	303
Ggn	10	2	4	5	7	2	0	2
Ggnbp1	7	11	13	9	10	9	4	4
Ggnbp2	950	589	475	685	617	497	279	305
Ggps1	246	144	188	177	132	220	104	115
Ggt1	0	7	1	4	0	6	0	1
Ggt5	28	47	53	43	37	24	53	60
Ggt6	4	3	4	1	1	0	2	1
Ggt7	7	4	0	0	1	2	1	0
Ggta1	1264	968	1173	1134	688	781	341	359
Gh	0	0	0	6	0	0	0	1
Ghdc	80	95	66	35	45	75	59	60
Ghitm	1568	1130	1205	1228	1175	1743	827	1146
Ghr	16	17	19	14	8	8	2	3
Ghrh	0	1	0	0	0	1	0	0
Ghrhr	5	4	3	3	0	0	2	0
Ghrl	5	11	7	3	3	6	2	7
Ghsr	0	3	1	2	0	1	2	0
Gid4	91	71	91	89	68	99	45	43
Gid8	172	150	133	120	81	191	84	62
Gif	3	3	2	1	1	0	1	0
Gigyf1	185	107	160	124	113	124	50	60
Gigyf2	387	376	363	333	259	420	232	162
Gimap1	5	0	3	3	2	18	2	1
Gimap3	12	2	10	5	4	54	0	0
Gimap4	41	3	4	6	1	88	0	0
Gimap5	2	4	3	2	7	7	1	0
Gimap6	16	16	28	26	35	34	3	2
Gimap7	0	9	3	1	3	10	0	0
Gimap8	7	12	7	3	3	13	0	0
Gimap9	13	20	30	28	8	32	0	0
Gimd1	1	0	4	0	2	0	0	0
Gin1	79	69	90	86	73	102	38	36
Ginm1	252	207	222	165	228	316	186	167
Gins1	29	35	30	32	5	19	29	21
Gins2	35	32	31	22	15	10	28	33
Gins3	45	35	32	54	16	30	13	30
Gins4	136	114	92	100	83	123	78	108
Gip	3	3	0	0	0	0	0	0
Gipc1	205	125	74	101	112	217	165	163
Gipc2	0	1	1	4	3	1	1	1
Gipc3	2	6	0	1	0	0	0	0
Gipr	4	1	3	10	1	0	0	2
Git1	78	41	85	56	46	57	58	47
Git2	1128	1078	1089	1107	818	1278	439	465
Gja1	21	14	27	16	6	0	2	21
Gja10	1	3	1	0	1	2	0	2
Gja3	1	0	0	0	1	1	0	0
Gja4	0	0	1	2	0	0	0	0
Gja5	3	8	3	6	6	1	2	3
Gja6	1	6	3	1	0	0	0	1
Gja8	1	1	11	7	0	2	0	3
Gjb1	0	0	0	0	1	0	0	0
Gjb2	94	68	83	79	43	5	3	9
Gjb3	0	0	6	4	0	0	0	0
Gjb4	0	0	0	0	0	0	0	0
Gjb5	2	1	0	0	0	0	0	1
Gjb6	2	3	1	4	0	2	0	1
Gjc1	5	6	4	9	1	5	0	1
Gjc2	1	7	0	3	0	1	0	0
Gjc3	0	1	4	8	0	12	4	4
Gjd2	2	2	8	1	1	0	3	0
Gjd3	0	0	0	0	0	0	0	0
Gjd4	4	5	0	2	5	0	0	0
Gje1	0	2	2	7	3	0	0	0
Gk	822	599	516	540	396	237	203	246
Gk2	5	0	1	0	0	0	0	0
Gk5	12	28	26	26	6	31	21	7
Gkap1	8	7	9	7	13	16	19	9
Gkn1	0	0	0	1	0	0	0	0
Gkn2	0	0	4	1	2	0	0	0
Gkn3	0	1	5	0	0	0	0	0
Gla	15	9	31	39	72	55	107	193
Glb1	240	190	200	192	137	306	255	294
Glb1l	44	52	60	74	56	130	52	35
Glb1l2	11	12	17	27	5	5	0	10
Glb1l3	7	3	4	5	0	2	1	2
Glcci1	12	2	6	6	3	4	6	1
Glce	98	106	111	77	91	177	40	67
Gldc	3	2	6	7	6	1	5	5
Gldn	6	2	1	15	8	2	0	1
Gle1	334	344	292	273	132	274	120	166
Glg1	504	444	444	395	372	496	361	316
Gli1	3	0	7	7	1	4	0	0
Gli2	3	1	2	5	0	1	5	1
Gli3	26	12	24	18	7	15	5	6
Glipr1	336	298	291	259	249	630	110	125
Glipr1l1	0	1	1	1	1	0	0	0
Glipr1l2	0	3	4	2	3	0	0	0
Glipr1l3	0	1	1	1	0	1	0	0
Glipr2	373	257	217	274	158	1097	248	412
Glis1	4	5	9	7	1	0	1	4
Glis2	3	6	6	13	4	6	5	5
Glis3	14	14	22	15	17	12	11	5
Glmn	25	42	40	36	31	55	50	40
Glmp	657	514	609	505	419	752	534	660
Glo1	71	96	53	53	44	129	53	101
Glod4	228	237	195	232	144	289	180	173
Glod5	0	0	2	0	0	2	0	0
Glp1r	3	0	2	3	0	1	0	1
Glp2r	2	6	12	9	7	4	5	6
Glra1	6	0	1	4	5	1	1	0
Glra2	1	2	8	1	2	0	1	2
Glra3	10	4	10	23	3	12	1	11
Glra4	3	4	4	7	0	0	0	2
Glrb	0	1	2	11	2	0	1	5
Glrp1	0	4	6	1	11	3	5	7
Glrx	165	96	70	139	141	464	300	422
Glrx2	89	135	137	127	108	287	75	90
Glrx3	168	120	125	121	108	238	138	157
Glrx5	67	32	18	45	22	81	48	40
Gls	289	254	318	308	200	365	192	181
Gls2	6	0	7	6	0	0	6	0
Glt1d1	13	26	15	12	12	0	1	7
Glt28d2	0	4	1	1	0	0	0	0
Glt6d1	1	3	0	2	0	0	0	0
Glt8d1	49	36	31	28	31	47	41	57
Glt8d2	3	15	19	13	2	8	8	1
Gltp	1197	807	721	1062	671	1397	472	700
Gltpd2	0	1	5	2	3	0	0	1
Glud1	3412	2841	2818	2796	1667	5578	1628	1766
Glul	127	74	132	144	131	335	209	200
Glyat	0	8	7	0	6	1	3	2
Glyatl3	0	0	4	6	0	0	0	2
Glycam1	0	4	0	5	1	0	0	1
Glyctk	3	2	1	4	0	3	7	0
Glyr1	930	720	695	688	497	1263	448	525
Gm10024	0	0	2	1	0	0	0	1
Gm10031	24	13	12	7	7	15	2	6
Gm10036	20	12	7	10	9	6	16	14
Gm10037	1	2	17	2	1	3	1	0
Gm10053	6	3	0	3	0	5	2	2
Gm10057	0	0	0	0	0	0	0	0
Gm10058	0	0	0	0	0	0	0	0
Gm10061	0	0	1	0	0	0	0	0
Gm10065	0	0	0	0	0	0	0	0
Gm10073	2	3	4	1	1	4	2	3
Gm10093	14	4	4	0	2	10	3	4
Gm10096	0	0	0	0	0	0	0	0
Gm10097	0	8	3	1	0	0	0	1
Gm10100	0	0	0	0	0	0	0	0
Gm10112	0	0	0	2	0	0	0	0
Gm10118	6	13	7	0	0	0	0	4
Gm10128	0	0	0	0	0	0	0	0
Gm10130	36	27	25	25	17	5	3	3
Gm10131	6	6	12	3	8	4	2	4
Gm10134	5	9	12	8	18	7	15	8
Gm10135	0	0	0	0	0	0	0	0
Gm10139	0	0	0	0	0	0	0	0
Gm10142	0	0	0	0	0	0	0	0
Gm10147	0	0	0	0	0	0	0	0
Gm10153	0	0	0	0	0	0	0	0
Gm10160	1	0	1	2	1	0	0	1
Gm10181	0	0	0	0	0	0	0	0
Gm10184	3	2	3	4	0	1	1	3
Gm10188	0	2	0	3	0	0	0	0
Gm10190	0	0	0	0	0	0	0	0
Gm10192	0	0	0	0	0	0	0	1
Gm10197	0	0	0	0	0	0	0	0
Gm10198	0	0	0	0	0	0	0	0
Gm10203	0	0	0	0	0	0	0	0
Gm10217	0	1	0	0	0	0	0	0
Gm10220	1	1	0	0	1	0	0	0
Gm10226	19	18	8	5	7	25	8	3
Gm10228	0	0	0	1	0	0	0	0
Gm10229	3	2	0	0	3	0	0	0
Gm10230	0	0	0	0	0	0	0	0
Gm10234	0	1	0	0	0	0	0	0
Gm10251	0	0	0	0	0	0	0	0
Gm10256	0	0	0	0	0	0	0	0
Gm10260	0	0	0	0	0	0	0	0
Gm10267	0	3	0	0	1	3	0	0
Gm10269	64	51	41	44	42	87	31	54
Gm10271	0	0	1	0	0	0	0	0
Gm10272	1	0	0	1	0	2	0	0
Gm10273	2	4	1	5	1	1	1	1
Gm10277	53	29	59	33	34	23	10	6
Gm10282	4	3	5	0	1	2	1	1
Gm10283	0	0	1	0	0	0	0	0
Gm10295	0	1	5	0	3	0	2	0
Gm10300	0	0	0	0	4	1	4	0
Gm10306	0	0	0	0	0	0	0	0
Gm10308	0	0	0	0	0	0	0	0
Gm10309	8	12	12	10	3	11	2	3
Gm10310	1	0	0	1	0	0	0	0
Gm10318	0	1	0	0	0	0	0	0
Gm10320	6	6	1	2	1	8	10	1
Gm10322	0	0	0	0	0	0	0	0
Gm10324	0	0	0	0	0	0	0	0
Gm10330	0	0	0	0	0	0	0	0
Gm10334	0	1	2	3	0	0	0	0
Gm10337	0	0	0	0	0	0	0	0
Gm10338	0	0	0	0	1	0	0	0
Gm10340	0	1	0	0	0	0	0	0
Gm10352	0	0	0	0	0	0	0	0
Gm10354	1	3	1	2	0	1	0	0
Gm10358	1	0	0	0	0	0	0	1
Gm10375	0	0	0	0	0	0	0	0
Gm10376	0	0	0	0	0	0	0	2
Gm10377	0	0	0	0	0	0	0	0
Gm10378	0	0	0	0	0	0	0	0
Gm10382	14	4	2	13	8	7	1	2
Gm10392	1	1	5	0	3	3	4	4
Gm10401	0	0	0	0	0	0	0	0
Gm10406	0	0	0	0	0	0	0	0
Gm10408	0	0	0	0	0	0	0	0
Gm10409	0	0	0	0	0	0	0	0
Gm10413	0	0	0	0	0	0	0	0
Gm10424	0	0	0	0	0	0	0	0
Gm10428	0	0	0	0	0	0	0	0
Gm1043	9	8	3	11	0	3	0	0
Gm10436	0	5	1	5	1	1	0	1
Gm10439	0	1	0	0	0	0	0	0
Gm10447	6	7	5	1	1	0	0	1
Gm10471	1	2	1	0	2	0	0	0
Gm10477	0	1	0	0	2	1	0	0
Gm10479	0	0	0	0	0	0	0	0
Gm10486	0	0	0	0	0	0	0	0
Gm10487	0	0	0	0	0	0	0	0
Gm10488	0	0	0	0	0	0	0	0
Gm10490	0	0	0	2	0	0	0	1
Gm10491	0	0	0	0	0	0	0	0
Gm10509	7	13	5	4	5	13	8	4
Gm10518	0	0	0	0	0	0	0	0
Gm10521	15	8	8	12	16	20	9	6
Gm10542	0	0	0	2	0	1	0	0
Gm10549	0	0	0	0	0	0	0	0
Gm10553	0	0	2	1	1	0	0	0
Gm10563	1	4	1	0	0	0	0	0
Gm10570	0	0	0	0	0	0	0	0
Gm10577	2	0	1	0	0	0	0	0
Gm10591	0	0	0	0	0	0	0	0
Gm10600	0	0	0	0	0	0	0	0
Gm10604	0	1	3	1	1	0	0	2
Gm10638	0	0	1	0	0	0	0	0
Gm10639	1	1	1	4	0	0	0	0
Gm10642	1	0	0	0	1	1	0	0
Gm10643	5	4	3	1	1	6	7	1
Gm10644	9	1	0	1	0	1	1	0
Gm10645	4	0	2	1	0	1	1	2
Gm10647	0	4	7	10	1	1	1	4
Gm10662	0	0	0	0	0	0	0	0
Gm10663	0	0	0	0	0	0	0	0
Gm10665	0	0	0	0	0	0	0	0
Gm10666	0	0	0	0	0	0	0	0
Gm10668	0	0	0	0	0	0	0	0
Gm10670	0	0	0	0	0	0	0	0
Gm10681	0	0	0	0	0	0	0	0
Gm10696	0	0	0	0	0	0	0	0
Gm10697	0	0	0	1	0	0	0	0
Gm10715	0	68	39	29	10	9	23	39
Gm10717	120	3031	1790	1704	561	748	1130	1702
Gm10718	1	82	41	36	7	14	33	42
Gm10719	3	243	128	143	44	70	80	142
Gm10720	3	194	99	104	33	31	74	99
Gm10721	3	30	16	20	11	13	7	12
Gm10722	17	386	215	244	72	100	160	209
Gm10735	0	0	8	1	0	0	1	2
Gm10750	1	3	1	2	0	4	0	0
Gm10762	4	3	0	2	1	5	0	1
Gm10767	11	4	6	11	2	15	2	4
Gm10770	1	1	1	1	0	0	0	0
Gm10772	0	0	0	1	0	0	0	0
Gm10775	0	1	0	0	0	0	0	0
Gm10778	2	0	0	3	1	0	0	0
Gm10799	0	0	0	0	0	0	0	0
Gm10800	3971	88949	54410	56723	17818	26590	35998	52725
Gm10801	898	23661	15081	15117	5330	7310	9348	13954
Gm10803	0	0	3	2	1	0	1	0
Gm10837	0	0	0	4	0	0	0	0
Gm10840	1	3	0	0	0	0	0	0
Gm10842	0	0	2	1	0	0	0	0
Gm10912	0	4	0	0	0	0	0	0
Gm10931	0	0	0	0	0	0	0	0
Gm10944	0	0	1	0	0	0	0	0
Gm10945	0	0	0	0	0	0	0	0
Gm10959	0	0	0	0	0	0	0	0
Gm10961	0	0	0	0	0	0	0	0
Gm10964	4	2	2	2	0	6	0	0
Gm10972	2	0	0	0	0	0	0	0
Gm10974	0	0	0	0	0	0	0	0
Gm10985	0	0	0	0	0	0	0	0
Gm10999	1	0	3	0	0	0	0	1
Gm11007	0	0	0	0	0	0	0	0
Gm11009	0	0	0	0	0	0	0	0
Gm11011	1	0	0	0	0	0	0	0
Gm11020	0	0	0	0	0	0	0	1
Gm11027	0	0	0	0	0	0	0	0
Gm11032	0	0	0	0	0	0	0	0
Gm11034	0	0	0	0	0	0	0	0
Gm11037	0	0	0	0	0	0	0	0
Gm11042	0	0	0	0	0	0	0	0
Gm11060	0	0	0	0	0	0	0	0
Gm11077	0	0	2	0	0	0	0	0
Gm11084	0	0	2	3	1	0	1	0
Gm11096	0	0	2	2	1	1	1	0
Gm11099	0	0	0	0	0	0	0	0
Gm1110	9	13	9	4	2	1	0	4
Gm11110	6	13	6	4	4	5	12	7
Gm11111	0	0	0	0	0	0	0	0
Gm11114	0	0	0	1	0	2	0	0
Gm11115	0	0	0	0	0	0	0	0
Gm11116	0	0	0	0	0	0	0	0
Gm11127	0	0	3	0	0	2	0	0
Gm1113	1	0	3	10	0	0	2	1
Gm11146	0	0	0	1	0	0	0	0
Gm11168	16	482	284	285	84	101	176	286
Gm11172	0	0	0	0	0	0	0	0
Gm11213	0	0	2	2	0	0	1	0
Gm11214	2	2	2	0	0	0	2	1
Gm1123	2	3	1	1	0	6	2	1
Gm11232	1	0	6	10	2	2	0	0
Gm11236	0	0	0	0	0	0	0	0
Gm11237	0	0	0	0	0	0	0	0
Gm11238	0	0	0	0	1	0	0	0
Gm11239	0	0	0	0	0	0	0	0
Gm11273	5	2	3	6	1	4	2	6
Gm11361	8	16	14	8	3	16	17	10
Gm11397	1	4	0	0	0	2	0	0
Gm1140	0	0	0	0	0	0	0	0
Gm1141	0	8	3	7	0	0	3	2
Gm11437	0	4	2	3	0	3	2	1
Gm11444	0	0	1	6	0	0	0	1
Gm11487	1	7	3	0	1	0	0	1
Gm11492	8	4	1	0	0	0	0	0
Gm11541	0	0	1	0	4	2	0	0
Gm11549	0	2	0	1	2	0	0	1
Gm11554	0	0	0	0	0	0	0	0
Gm11555	0	0	1	2	0	0	0	0
Gm11559	0	0	0	1	0	0	0	0
Gm11562	0	0	0	0	0	0	0	0
Gm11563	0	0	0	0	0	0	0	0
Gm11564	3	1	4	0	0	1	0	0
Gm11565	0	1	2	0	0	2	0	0
Gm11567	0	0	4	0	0	0	0	0
Gm11568	0	2	0	0	0	0	0	1
Gm11569	0	0	0	0	0	0	0	0
Gm11595	0	0	0	0	2	0	0	0
Gm11596	0	0	1	1	0	0	0	0
Gm11627	1	1	0	3	0	0	1	0
Gm11634	6	8	7	11	5	20	6	4
Gm11639	34	35	31	36	14	4	6	11
Gm11733	3	0	0	0	0	0	0	0
Gm11756	0	1	0	1	0	0	0	0
Gm11757	0	0	0	0	0	0	0	0
Gm11758	0	0	0	0	0	0	0	0
Gm11808	21	14	14	15	9	26	11	12
Gm11937	0	0	0	0	0	0	0	0
Gm11938	0	0	1	0	1	0	0	1
Gm11939	2	0	1	0	0	2	0	0
Gm11983	3	13	2	0	1	0	1	0
Gm11985	0	1	5	1	0	0	0	0
Gm11992	2	1	10	6	0	0	0	0
Gm12057	0	0	2	0	1	2	1	0
Gm12117	2	0	0	0	0	0	0	2
Gm12166	13	12	19	11	10	10	6	7
Gm12169	0	3	1	5	1	2	1	2
Gm12184	0	0	2	0	0	0	0	1
Gm12185	15	11	8	8	17	24	7	8
Gm12216	44	42	49	49	20	38	19	9
Gm12248	3	7	2	3	3	6	0	1
Gm12253	1	9	11	11	1	0	1	0
Gm12258	31	36	43	28	34	21	22	10
Gm12353	8	10	9	12	6	3	3	4
Gm12355	5	4	7	5	2	7	8	2
Gm12394	0	0	0	0	0	0	0	0
Gm12666	1	1	0	1	0	0	0	0
Gm12689	32	18	21	8	10	7	2	1
Gm12695	3	5	2	8	1	1	1	0
Gm12728	2	2	2	5	0	3	2	2
Gm12789	2	0	0	2	0	1	4	0
Gm12790	0	4	1	3	0	0	0	2
Gm12794	0	1	1	1	2	0	0	0
Gm128	17	2	0	6	7	4	3	1
Gm12800	3	3	0	0	1	0	0	0
Gm12830	0	0	3	0	2	0	0	0
Gm12845	1	1	6	6	0	0	0	0
Gm12886	2	1	1	2	0	2	0	0
Gm12887	1	1	2	0	0	0	0	0
Gm12888	0	2	2	2	1	0	1	0
Gm13023	2	2	5	4	0	1	0	0
Gm13030	2	1	0	0	0	0	1	0
Gm13040	0	0	0	0	0	0	0	0
Gm13043	0	0	0	0	0	0	0	0
Gm13057	0	0	0	0	0	0	0	0
Gm13078	3	0	2	1	0	0	3	1
Gm13083	2	0	0	5	6	0	0	0
Gm13084	1	0	2	4	3	3	0	4
Gm13088	4	0	3	3	0	0	0	0
Gm13089	0	1	1	3	1	0	0	0
Gm13090	1	0	0	0	0	0	0	0
Gm13097	1	1	0	2	0	0	1	1
Gm13101	0	0	1	0	2	0	1	0
Gm13102	0	1	1	0	0	0	0	0
Gm13103	1	0	4	7	1	0	1	0
Gm13119	1	2	2	1	0	0	1	1
Gm13124	0	0	4	4	1	0	0	0
Gm13128	2	4	1	2	0	0	0	0
Gm13178	0	2	3	1	1	0	0	0
Gm13199	8	3	3	3	1	2	2	3
Gm13212	45	28	34	30	36	71	17	17
Gm13271	0	1	0	1	0	0	0	0
Gm13272	0	0	0	0	0	0	0	0
Gm13275	0	0	0	0	0	0	0	0
Gm13276	0	0	0	0	0	0	0	0
Gm13277	0	0	0	0	0	0	0	0
Gm13278	0	0	0	0	0	0	0	0
Gm13279	0	0	0	0	0	0	0	0
Gm13283	0	0	0	0	0	0	1	0
Gm13285	0	0	0	0	0	0	0	0
Gm13287	0	0	0	0	0	0	0	0
Gm13288	0	0	0	1	0	0	0	1
Gm13289	0	0	0	0	0	0	0	0
Gm13290	0	0	0	0	0	0	0	0
Gm13298	0	0	0	0	0	0	0	0
Gm1330	0	2	1	3	0	0	0	0
Gm13304	0	0	0	0	0	0	0	0
Gm13305	0	0	0	0	0	0	0	0
Gm13306	0	0	0	0	0	0	0	0
Gm13420	5	0	2	3	0	1	0	0
Gm13539	1	0	0	0	0	0	0	0
Gm13547	5	0	0	0	0	0	1	0
Gm136	0	4	3	1	0	2	3	2
Gm13691	0	0	0	0	0	0	0	0
Gm13693	0	0	0	0	0	0	0	0
Gm13694	0	0	0	0	0	0	0	0
Gm13695	0	0	0	0	0	0	0	0
Gm13696	0	0	0	0	0	0	0	0
Gm13697	0	0	0	0	0	0	0	0
Gm13698	0	0	0	0	0	0	0	0
Gm13723	3	6	12	10	2	1	1	5
Gm13757	0	6	8	4	2	2	2	1
Gm13762	5	8	14	1	0	0	1	0
Gm13769	1	0	0	0	0	0	0	0
Gm13871	0	0	0	0	0	0	0	0
Gm13889	1	1	3	1	1	0	1	0
Gm13941	0	1	0	4	4	1	0	0
Gm14025	9	7	2	5	1	1	0	1
Gm14085	3	2	5	2	4	0	0	0
Gm14124	1	0	7	4	1	1	0	3
Gm14137	16	8	11	4	1	4	6	5
Gm14139	2	7	2	9	3	0	1	0
Gm14147	0	0	0	0	0	0	0	0
Gm14151	0	0	0	0	0	0	0	0
Gm14180	0	0	0	0	0	0	0	0
Gm14190	0	0	1	0	0	0	0	0
Gm14214	0	2	0	0	0	2	1	1
Gm14226	1	3	0	1	0	0	1	0
Gm14288	0	0	0	0	0	0	0	0
Gm14295	3	4	1	5	2	4	6	3
Gm14296	1	0	1	0	0	0	1	0
Gm14305	2	1	2	1	1	2	3	1
Gm14308	0	0	0	0	0	0	1	0
Gm14322	0	0	0	0	0	1	1	0
Gm14325	8	9	4	13	3	20	9	14
Gm14326	22	9	5	19	8	46	23	27
Gm14327	0	0	0	0	0	1	1	0
Gm14391	0	2	0	2	0	0	1	0
Gm14393	1	3	0	1	2	0	0	0
Gm14399	4	5	2	3	1	0	8	2
Gm14401	0	0	0	0	0	0	1	2
Gm14403	0	2	3	5	1	1	0	6
