	Mo.Ly6C-.Bl#1	Mo.Ly6C-.Bl#2	Mo.Ly6C-.Bl#3	Mo.Ly6C-.Bl.KPd17#1	Mo.Ly6C-.Bl.KPd17#2	Mo.Ly6C-.Bl.KPd17#3	Mo.Ly6C-Bl.KPd28#1	Mo.Ly6C-Bl.KPd28#2	Mo.Ly6C-Bl.KPd28#3
Bckdk	373	177	398	317	180	170	137	213	204
Bcl10	1223	575	323	714	683	442	471	568	521
Bcl11a	203	216	3	236	232	136	127	105	134
Bcl2	832	522	1	783	591	471	390	273	440
Bcl2a1a	317	167	341	150	136	89	117	159	253
Bcl2a1b	72	43	50	36	27	29	20	32	47
Bcl2a1c	7	8	11	5	5	2	4	7	7
Bcl2a1d	266	141	144	135	118	72	98	90	121
Bcl2l1	166	184	502	127	141	102	99	188	117
Bcl2l10	0	1	0	1	7	0	2	0	1
Bcl2l11	121	114	437	151	123	156	150	194	126
Bcl2l12	45	8	39	20	13	28	4	10	31
Bcl2l13	315	359	220	385	378	234	191	242	299
Bcl2l14	8	2	6	9	2	9	4	12	7
Bcl2l15	3	2	0	0	0	5	0	2	12
Bcl2l2	25	39	31	49	14	25	11	24	29
Bcl3	115	41	14	17	51	64	59	111	121
Bcl6	1978	1433	66	1420	1178	1253	450	366	462
Bcl6b	7	13	2	7	2	9	4	4	1
Bcl7a	8	8	3	4	1	5	8	8	0
Bcl7b	564	313	237	355	301	170	191	245	319
Bcl7c	30	22	8	22	19	15	20	13	28
Bcl9	67	58	20	55	57	30	37	30	36
Bcl9l	33	27	39	45	30	49	43	36	24
Bclaf1	1222	975	877	918	1017	662	647	1059	754
Bclaf3	199	297	153	177	229	158	171	141	162
Bco1	3	4	1	11	5	2	2	3	3
Bco2	24	13	16	23	22	10	13	29	21
Bcor	300	285	246	248	221	148	111	94	195
Bcorl1	64	46	44	48	37	38	41	51	60
Bcr	59	40	1	57	35	24	27	8	27
Bcs1l	62	25	106	23	19	30	24	29	33
Bdh1	0	3	25	3	0	0	3	2	0
Bdh2	13	7	1	1	1	1	5	3	9
Bdkrb1	14	6	0	9	4	6	2	1	3
Bdkrb2	1	0	4	0	6	0	2	0	2
Bdnf	0	17	3	5	3	7	6	9	21
Bdp1	555	468	237	445	474	339	289	348	380
Bean1	1	3	0	13	5	6	3	8	13
Becn1	823	453	360	391	426	339	288	305	402
Begain	0	1	0	1	5	0	0	2	0
Bend3	20	14	31	28	32	17	15	14	16
Bend4	18	27	11	31	29	4	27	42	33
Bend5	2	6	0	1	1	4	6	5	5
Bend6	29	8	63	14	10	13	16	20	8
Bend7	2	23	0	9	5	4	8	0	7
Best1	9	8	359	15	3	7	3	11	8
Best2	1	1	0	7	0	1	2	3	7
Best3	3	8	2	3	4	0	5	9	7
Bet1	229	157	226	169	139	105	112	153	133
Bet1l	394	139	108	223	139	109	84	121	152
Bex1	0	0	0	0	0	0	0	2	0
Bex2	0	0	5	0	0	0	1	1	0
Bex3	83	12	43	13	42	13	25	7	12
Bex4	0	0	0	0	0	0	0	0	0
Bex6	10	4	1	2	9	3	20	11	42
Bfar	686	406	280	385	355	252	313	334	390
Bfsp1	16	7	62	4	4	0	9	3	0
Bfsp2	6	0	1	7	5	0	0	1	0
Bglap	2	0	0	0	0	2	0	1	0
Bglap2	0	0	0	0	0	0	0	0	0
Bglap3	0	2	0	0	0	0	0	0	2
Bgn	0	5	2	7	2	0	0	6	6
Bhlha15	2	10	0	10	0	0	2	9	4
Bhlha9	0	2	0	0	2	0	0	1	0
Bhlhb9	3	6	89	5	11	1	13	2	3
Bhlhe22	0	1	0	0	0	1	2	4	1
Bhlhe23	0	4	0	1	0	1	2	0	9
Bhlhe40	1725	1033	1350	936	905	670	778	1043	985
Bhlhe41	8	12	1877	1	2	11	13	0	16
Bhmt	0	0	0	6	2	3	5	3	3
Bhmt2	0	9	2	9	0	4	0	4	4
Bicc1	1	10	8	18	2	2	10	17	9
Bicd1	15	67	51	30	24	21	18	28	40
Bicd2	191	148	255	181	174	130	153	154	181
Bicdl1	24	17	25	14	25	4	5	9	13
Bicdl2	2	4	1	0	0	0	0	2	9
Bicra	246	213	102	279	278	194	206	192	213
Bicral	117	179	92	220	151	105	94	104	156
Bid	943	528	93	497	464	238	317	392	410
Bik	0	0	0	0	0	0	1	0	3
Bin1	236	172	41	198	150	144	165	183	195
Bin2	5411	2983	1488	3303	2852	2129	1885	1708	2524
Bin3	1421	730	590	671	555	453	480	577	605
Birc2	253	344	193	410	371	289	216	304	242
Birc3	1361	1083	257	1123	946	767	569	815	934
Birc5	23	5	172	24	9	12	2	19	2
Birc6	1901	2000	995	2253	2426	1883	1293	1490	1927
Birc7	0	0	0	9	1	0	0	3	0
Bivm	35	43	138	81	45	54	31	44	48
Blcap	204	146	203	154	109	108	99	127	118
Blk	3	0	0	0	0	0	16	13	2
Blm	51	125	67	101	89	39	39	83	85
Blmh	541	291	353	348	301	154	189	212	312
Blnk	18	6	0	9	12	1	34	32	17
Bloc1s1	13	4	4	7	5	3	1	4	6
Bloc1s2	270	102	67	146	115	95	99	83	130
Bloc1s3	201	82	17	112	60	77	15	100	94
Bloc1s4	117	66	32	83	104	83	24	103	121
Bloc1s5	158	113	170	101	81	65	61	82	73
Bloc1s6	383	329	263	245	255	177	147	216	262
Blvra	650	373	1738	357	330	208	158	301	259
Blvrb	549	199	474	267	221	174	147	243	158
Blzf1	152	146	143	120	124	83	57	130	106
Bmf	290	181	126	189	261	206	100	151	225
Bmi1	54	38	151	79	43	34	40	40	33
Bmp1	4	10	2	16	4	7	9	10	6
Bmp10	5	3	0	20	6	0	6	3	8
Bmp15	0	6	0	0	2	1	3	10	0
Bmp2	1	3	0	2	3	2	2	8	2
Bmp2k	171	89	212	170	91	97	119	189	121
Bmp3	6	7	3	21	14	0	11	12	3
Bmp4	0	0	0	0	2	0	4	0	0
Bmp5	4	3	1	8	3	1	1	0	2
Bmp6	0	9	0	5	4	1	5	6	3
Bmp7	2	3	1	2	0	0	0	3	1
Bmp8a	1	10	0	0	4	7	12	1	0
Bmp8b	3	19	6	10	11	10	1	7	5
Bmper	0	5	3	7	11	6	4	14	1
Bmpr1a	17	10	33	8	17	4	13	26	8
Bmpr1b	3	7	1	11	15	1	5	15	10
Bmpr2	358	525	584	611	448	429	259	368	443
Bms1	222	350	304	358	381	206	250	255	298
Bmt2	109	133	134	197	142	144	71	141	150
Bmx	338	459	250	269	325	205	136	160	187
Bmyc	14	15	3	7	11	8	11	7	7
Bnc1	1	11	2	2	7	1	6	9	6
Bnc2	4	24	2	6	7	2	10	16	5
Bnip1	177	96	143	107	100	60	43	114	58
Bnip2	1853	1198	1171	1290	1299	864	823	1208	1328
Bnip3	21	15	33	13	7	5	16	38	11
Bnip3l	1029	870	1315	954	907	647	559	856	812
Bnipl	1	6	1	26	8	1	4	11	6
Boc	4	8	1	3	2	1	1	8	5
Bod1	21	10	14	32	21	11	3	15	14
Bod1l	648	427	244	338	425	270	280	261	385
Bok	3	6	26	3	1	3	1	7	2
Bola1	115	38	73	42	33	33	22	29	48
Bola2	405	191	172	151	150	154	73	152	103
Bola3	121	69	110	95	80	49	40	79	66
Boll	0	3	0	15	5	7	5	5	7
Bop1	527	370	299	326	370	206	233	213	334
Bora	60	51	51	38	22	24	49	50	32
Borcs5	152	108	135	78	86	93	57	101	130
Borcs6	44	32	48	58	70	50	26	91	74
Borcs7	135	63	62	62	41	52	48	66	50
Borcs8	353	114	181	140	145	135	104	115	122
Bpgm	112	56	72	64	63	49	27	89	55
Bphl	110	56	52	68	67	34	36	60	54
Bpi	6	3	2	2	0	0	2	3	3
Bpifa1	0	2	0	0	0	6	1	4	0
Bpifa2	6	9	0	2	1	2	4	6	0
Bpifa3	0	0	0	0	2	0	3	3	6
Bpifa5	0	6	0	6	2	0	1	1	0
Bpifa6	3	9	1	4	4	1	1	4	2
Bpifb1	6	1	1	3	6	3	6	3	4
Bpifb2	1	7	3	5	3	0	9	1	4
Bpifb3	5	5	1	0	4	1	3	2	1
Bpifb4	1	14	1	7	1	0	0	3	2
Bpifb5	2	4	0	3	4	4	2	2	1
Bpifb6	6	13	1	8	0	0	2	0	1
Bpifb9a	1	7	1	4	11	0	2	0	4
Bpifb9b	0	0	0	1	2	1	1	4	5
Bpifc	4	2	1	4	8	1	8	14	11
Bpnt1	180	85	143	129	92	76	64	97	86
Bptf	721	505	352	485	499	449	334	408	375
Braf	300	419	245	437	373	240	235	374	338
Brap	217	212	173	297	349	266	141	305	385
Brat1	229	179	326	166	221	152	158	193	236
Brca1	23	30	33	37	15	6	14	22	17
Brca2	65	76	73	101	54	70	30	86	47
Brcc3	477	224	313	300	194	263	209	192	268
Brd1	313	210	180	258	224	178	153	153	183
Brd2	2278	1180	869	1475	1630	1311	921	906	1265
Brd3	392	210	223	278	307	287	259	192	192
Brd3os	8	1	5	3	1	0	0	8	7
Brd4	1183	728	492	720	692	575	454	576	599
Brd7	1149	835	415	771	714	684	395	444	602
Brd8	469	375	288	433	303	286	252	293	277
Brd9	383	266	302	348	290	203	221	217	279
Brdt	4	5	2	6	7	2	4	6	2
Brf1	268	242	105	278	345	195	153	301	330
Brf2	34	31	16	26	16	12	13	36	22
Bri3	54	36	33	23	32	23	11	21	25
Bri3bp	1195	880	289	873	828	468	484	716	781
Bricd5	0	0	0	0	0	0	0	0	0
Brinp1	3	5	1	10	12	2	0	19	13
Brinp2	7	13	4	5	9	6	6	26	8
Brinp3	4	19	0	2	10	10	4	11	12
Brip1	11	41	40	17	12	18	12	17	35
Brix1	376	166	237	258	174	113	96	154	163
Brk1	2012	888	999	752	796	486	534	759	748
Brms1	600	299	255	331	323	177	216	287	306
Brms1l	109	117	126	166	131	71	54	55	124
Brox	153	254	310	260	241	169	171	193	205
Brpf1	527	371	311	480	480	267	247	477	432
Brpf3	67	52	26	81	88	46	36	62	85
Brs3	0	1	0	3	3	1	3	2	0
Brsk1	16	51	29	21	29	24	8	12	20
Brsk2	3	14	5	18	16	10	3	3	18
Brwd1	461	405	306	449	430	285	302	378	364
Brwd3	98	89	90	116	108	56	101	112	90
Bscl2	910	395	677	408	439	335	292	465	394
Bsdc1	252	216	186	250	266	200	181	187	208
Bsg	1299	626	1253	498	543	371	431	624	593
Bsn	13	17	161	16	19	4	3	14	12
Bsnd	4	1	0	4	1	4	2	0	0
Bsph1	0	2	0	0	2	0	0	0	1
Bsph2	1	3	0	1	0	0	1	2	0
Bspry	11	5	2	7	0	10	3	7	1
Bst1	89	25	1062	33	25	39	61	187	78
Bst2	376	133	171	116	87	123	93	161	125
Bsx	1	4	0	9	1	0	3	0	3
Btaf1	471	522	248	611	588	382	328	513	690
Btbd1	61	85	66	63	79	54	68	72	61
Btbd10	264	231	160	249	247	199	167	120	241
Btbd11	6	11	1	18	8	27	21	21	18
Btbd16	1	8	1	16	2	1	2	5	9
Btbd17	1	1	0	4	2	0	2	4	9
Btbd18	3	4	1	6	5	0	4	7	5
Btbd19	151	95	159	84	49	46	58	111	61
Btbd2	81	21	62	35	41	31	12	21	26
Btbd3	4	10	9	9	7	7	9	22	12
Btbd35f1	0	0	0	0	0	0	0	0	0
Btbd35f10	0	0	0	0	0	0	0	0	0
Btbd35f11	0	0	0	0	0	0	0	0	0
Btbd35f12	0	0	0	0	0	0	0	0	0
Btbd35f13	0	0	0	0	0	0	0	0	0
Btbd35f14	0	0	0	0	0	0	0	0	0
Btbd35f15	0	0	0	0	0	0	0	0	0
Btbd35f16	0	0	0	0	0	0	0	0	0
Btbd35f17	0	0	0	0	0	0	0	0	0
Btbd35f18	0	0	0	0	0	0	0	0	0
Btbd35f19	0	0	0	0	0	0	0	0	0
Btbd35f2	0	0	0	0	0	0	0	0	0
Btbd35f20	0	0	0	0	0	0	0	0	0
Btbd35f21	0	0	0	0	0	0	1	0	1
Btbd35f22	0	0	0	0	0	0	0	0	0
Btbd35f23	1	0	0	0	1	0	0	0	0
Btbd35f24	0	0	0	0	2	0	0	0	0
Btbd35f25	0	0	0	0	2	0	0	0	0
Btbd35f26	0	0	0	0	0	0	0	0	0
Btbd35f27	0	0	0	0	0	0	0	0	0
Btbd35f28	0	0	0	0	0	0	0	0	0
Btbd35f29	0	0	0	0	0	0	0	0	0
Btbd35f3	0	0	0	0	0	0	0	0	0
Btbd35f30	0	0	0	0	0	0	0	0	0
Btbd35f4	0	0	0	0	0	0	0	0	0
Btbd35f5	0	0	0	0	0	0	0	0	0
Btbd35f6	0	0	0	0	0	0	0	0	0
Btbd35f7	0	0	0	0	0	0	0	0	0
Btbd35f8	0	0	0	0	0	0	0	0	0
Btbd35f9	0	0	0	0	0	0	0	0	0
Btbd6	18	9	43	7	16	5	8	21	16
Btbd7	286	294	160	376	286	225	223	223	296
Btbd8	29	23	11	36	41	11	23	35	22
Btbd9	678	427	458	568	458	322	252	336	369
Btc	0	8	0	7	7	2	0	0	8
Btd	144	121	201	76	84	29	57	55	63
Btf3	473	187	353	190	193	143	163	234	223
Btf3l4	147	101	86	83	84	63	74	102	101
Btg1	1792	1448	606	1736	1754	1456	1777	1472	2109
Btg1-ps1	2	0	0	0	0	2	0	4	3
Btg1-ps2	1	0	0	0	0	0	1	0	0
Btg2	3480	1889	1797	1946	1949	1357	1633	1065	1707
Btg3	2	5	0	5	4	1	1	2	6
Btg4	7	12	3	17	3	2	5	5	3
Btk	1303	845	922	798	935	620	533	650	812
Btla	130	109	12	63	100	102	189	153	111
Btn1a1	4	9	8	8	2	1	5	5	8
Btn2a2	2	5	1	7	6	4	1	6	2
Btnl1	3	4	0	2	0	2	1	4	5
Btnl10	3	3	0	6	1	3	0	1	1
Btnl2	6	1	0	8	4	2	11	6	5
Btnl4	1	2	1	3	2	0	3	5	2
Btnl6	2	4	10	2	13	1	2	5	3
Btnl9	10	20	2	29	10	7	5	30	14
Btrc	251	243	140	213	273	150	117	181	169
Bub1	6	17	116	29	12	7	8	20	22
Bub1b	71	109	626	168	92	79	58	101	72
Bub3	1746	756	748	761	735	540	474	623	681
Bud13	137	85	66	102	71	68	61	65	82
Bud23	396	144	274	177	168	127	128	136	183
Bud31	361	157	214	174	164	122	116	149	190
Bves	3	2	3	11	13	4	7	2	4
Bysl	185	145	142	203	138	129	110	105	180
Bzw1	1194	1485	1639	1238	1267	896	844	1260	1436
Bzw2	147	93	742	58	87	78	73	84	131
C030005K15Rik	0	1	0	0	16	3	2	1	2
C130026I21Rik	2	6	1	13	7	16	5	15	2
C130032M10Rik	0	0	0	1	0	0	0	0	0
C130050O18Rik	1245	622	480	637	553	423	355	564	588
C130060K24Rik	0	13	2	14	8	1	2	6	2
C130073F10Rik	0	3	0	0	1	1	1	0	0
C130074G19Rik	0	3	0	2	2	1	2	1	1
C130079G13Rik	1	9	3	8	6	11	2	10	9
C1d	800	365	417	304	298	281	213	367	280
C1galt1	241	229	199	284	364	238	137	146	223
C1galt1c1	321	156	244	139	148	87	135	194	184
C1qa	4	7	0	95	6	0	117	1145	25
C1qb	78	26	0	262	2	9	391	2743	148
C1qbp	364	114	396	156	114	113	119	171	187
C1qc	17	14	0	119	3	0	105	1395	48
C1ql1	0	1	0	0	0	0	1	0	2
C1ql2	3	0	0	0	0	1	0	0	3
C1ql3	2	3	1	0	0	5	1	0	0
C1ql4	1	2	0	0	0	0	0	0	1
C1qtnf1	0	1	0	1	0	1	0	4	1
C1qtnf12	25	12	103	12	6	9	15	14	9
C1qtnf2	0	0	4	0	0	0	1	0	1
C1qtnf3	4	11	1	4	2	1	7	4	4
C1qtnf4	0	0	0	0	0	0	0	0	0
C1qtnf5	0	0	0	0	0	0	0	0	0
C1qtnf6	0	6	1	1	0	1	2	3	2
C1qtnf7	6	5	0	0	8	5	1	4	4
C1qtnf9	1	2	1	4	4	1	1	2	6
C1ra	1	2	143	6	0	1	0	16	7
C1rb	1	0	2	1	0	0	2	1	0
C1rl	21	20	133	12	8	6	0	59	11
C1s1	3	6	0	1	2	1	0	0	2
C1s2	3	4	0	1	0	2	1	12	5
C2	0	1	0	10	0	0	1	0	1
C2cd2	43	42	71	36	49	32	38	61	62
C2cd2l	60	17	200	23	27	26	28	30	46
C2cd3	348	365	213	440	386	379	268	238	343
C2cd4a	0	1	0	0	0	0	0	0	1
C2cd4b	0	0	0	0	0	1	0	2	0
C2cd4c	1	7	0	1	1	0	2	3	0
C2cd4d	0	0	0	0	0	0	2	0	0
C2cd5	274	396	414	415	374	266	271	359	374
C2cd6	3	5	2	7	3	6	5	4	2
C3	483	940	1044	624	530	411	408	530	514
C330007P06Rik	54	117	129	131	118	93	84	117	124
C330018D20Rik	207	79	143	56	94	64	40	40	91
C330021F23Rik	0	3	1	1	2	0	1	3	1
C330027C09Rik	14	32	52	68	28	17	30	30	30
C3ar1	15	11	9	48	9	8	94	657	49
C430049E01Rik	1	4	0	3	0	0	0	0	0
C4b	1	9	3	12	3	2	13	175	4
C4bp	12	20	0	21	27	10	13	12	16
C530008M17Rik	7	18	461	20	4	18	18	18	12
C530025M09Rik	0	0	0	0	0	0	0	0	0
C5ar1	1606	411	3693	514	516	306	559	951	540
C5ar2	80	35	333	29	29	43	40	42	35
C6	7	12	3	23	5	2	1	20	5
C7	7	14	2	5	3	8	3	13	10
C730034F03Rik	24	17	2	18	16	2	15	17	10
C77080	10	1	88	4	8	6	4	2	7
C87414	3	0	0	0	0	0	1	1	0
C87436	308	209	79	202	127	126	105	169	143
C87499	3	5	2	2	7	2	7	3	7
C87977	0	4	0	8	4	5	8	12	4
C8a	9	12	1	5	7	3	2	6	6
C8b	1	11	0	8	10	0	10	7	4
C8g	14	26	26	11	20	10	21	19	14
C9	3	8	0	2	3	0	7	6	6
CK137956	0	0	1	4	2	0	4	0	3
CN725425	0	0	0	1	0	2	4	3	5
Caap1	54	60	20	28	29	17	8	29	26
Cab39	452	262	323	301	477	216	242	348	364
Cab39l	490	297	281	330	283	143	215	199	277
Cabcoco1	3	2	0	0	0	0	7	7	0
Cabin1	554	486	565	401	416	294	323	512	446
Cables1	3	5	7	1	1	3	5	4	10
Cables2	107	52	34	89	61	36	48	74	74
Cabp1	0	5	0	2	0	2	1	1	1
Cabp2	0	0	0	0	0	0	0	0	0
Cabp4	0	0	0	1	0	0	0	0	0
Cabp5	0	1	0	0	1	0	0	0	0
Cabp7	3	3	0	11	4	3	4	0	6
Cabs1	0	4	0	1	0	1	0	2	3
Cabyr	6	1	4	17	9	3	15	22	11
Cacfd1	239	263	152	303	217	210	167	178	253
Cachd1	3	11	3	16	2	5	7	31	8
Cacna1a	37	23	17	17	20	8	15	13	30
Cacna1b	10	40	9	29	8	8	8	25	7
Cacna1c	13	38	7	34	12	12	32	38	38
Cacna1d	75	82	8	56	95	36	43	67	72
Cacna1e	26	59	25	42	75	19	41	65	33
Cacna1f	41	28	20	26	19	14	20	20	20
Cacna1g	11	10	2	6	4	0	8	12	4
Cacna1h	1	6	0	7	1	1	2	1	4
Cacna1i	3	9	1	1	5	3	8	0	10
Cacna1s	1	7	4	14	3	9	3	8	12
Cacna2d1	9	26	6	11	16	7	9	20	35
Cacna2d2	4	22	1	5	13	0	2	4	12
Cacna2d3	12	14	7	16	19	9	15	23	13
Cacna2d4	32	27	3	15	19	13	13	21	17
Cacnb1	26	10	2	28	8	14	3	5	18
Cacnb2	4	34	2	16	24	15	9	15	5
Cacnb3	1	1	2	1	2	5	0	3	4
Cacnb4	10	10	7	5	11	1	6	10	23
Cacng1	1	0	0	1	0	2	1	0	1
Cacng2	1	2	1	4	5	2	0	4	0
Cacng3	0	8	0	0	6	0	1	2	1
Cacng4	2	2	0	1	0	0	0	2	0
Cacng5	0	6	1	2	5	0	3	3	6
Cacng6	0	0	0	0	0	0	0	0	0
Cacng7	0	0	0	0	0	0	0	0	0
Cacng8	0	0	0	0	0	0	0	0	0
Cactin	203	167	59	275	168	141	71	162	193
Cacul1	296	246	275	369	298	266	211	251	298
Cacybp	487	313	825	365	482	331	444	301	443
Cad	63	91	136	122	86	64	63	53	115
Cadm1	9	27	4	22	22	19	27	40	15
Cadm2	0	13	7	13	11	2	8	28	4
Cadm3	72	59	0	50	71	58	25	7	23
Cadm4	7	2	0	1	0	1	1	2	2
Cadps	28	42	8	46	16	4	9	33	25
Cadps2	15	19	3	24	8	1	13	23	24
Cage1	14	29	7	18	3	3	14	20	7
Calb1	8	9	2	2	8	0	4	11	5
Calb2	1	1	0	2	1	2	0	0	2
Calca	8	2	1	3	3	3	1	0	0
Calcb	0	3	0	0	0	1	0	4	6
Calcoco1	210	138	267	178	135	94	108	87	117
Calcoco2	0	2	0	2	0	0	0	0	1
Calcr	1	9	0	8	5	1	7	5	7
Calcrl	417	445	452	471	471	300	190	153	179
Cald1	6	37	44	4	15	14	15	78	18
Calhm1	0	6	0	4	2	2	1	0	1
Calhm2	2574	1438	13	1446	1671	1022	810	717	1175
Calhm3	1	1	0	5	2	0	0	4	0
Calm1	20211	7895	7751	7293	7427	5601	4979	5566	7262
Calm2	3342	1244	2163	1369	1328	872	966	1058	1190
Calm3	450	172	501	247	200	132	119	160	201
Calm4	0	2	0	0	0	0	0	0	0
Calm5	0	6	1	0	0	0	0	5	0
Calml3	3	4	0	1	0	0	2	0	7
Calml4	8	16	2	13	7	6	15	39	17
Caln1	10	13	0	10	15	4	12	10	15
Calr	2153	1351	3040	1360	1088	799	941	1198	1293
Calr3	8	14	10	6	2	5	7	17	11
Calr4	5	8	2	5	5	0	1	8	5
Calu	464	707	1022	698	683	367	463	620	666
Caly	1	3	0	0	3	1	0	5	6
Camk1	321	114	944	121	112	81	38	188	166
Camk1d	1280	1333	611	1358	983	737	714	1068	1086
Camk1g	6	12	0	3	8	4	2	1	4
Camk2a	3	23	3	7	9	2	4	5	3
Camk2b	26	24	6	22	34	17	22	24	19
Camk2d	1700	961	1676	1424	1726	1132	1014	2219	2974
Camk2g	185	141	680	105	93	103	165	194	171
Camk2n1	8	13	1	4	0	8	8	1	2
Camk2n2	0	0	0	1	0	0	0	0	0
Camk4	26	37	10	80	36	23	16	54	45
Camkk1	43	9	4	12	9	9	71	85	50
Camkk2	737	539	148	665	678	460	255	392	501
Camkmt	147	49	41	88	63	77	33	28	42
Camkv	5	6	0	2	2	0	0	6	3
Caml	205	96	284	117	144	107	85	118	139
Camp	0	1	0	0	0	0	1	3	0
Camsap1	32	36	30	44	22	27	40	30	56
Camsap2	88	126	105	119	132	77	65	113	108
Camsap3	6	12	9	9	11	11	11	0	7
Camta1	87	77	34	75	55	72	46	95	60
Camta2	594	625	486	688	601	435	384	526	625
Cand1	117	267	309	271	384	167	253	310	286
Cand2	13	16	1	18	7	14	11	5	14
Cant1	570	407	446	452	373	276	197	316	310
Canx	2729	2912	6413	3233	2616	2256	2111	2369	2780
Cap1	2131	1625	1394	1705	1396	1037	957	1178	1550
Cap2	0	10	3	3	4	4	9	6	5
Capg	202	57	5022	169	81	16	264	736	445
Capn1	133	137	237	135	117	94	77	81	142
Capn10	50	22	56	35	44	12	37	37	22
Capn11	6	32	0	3	10	6	1	24	8
Capn12	18	15	5	22	9	11	4	7	4
Capn13	5	5	3	0	3	2	0	2	3
Capn15	123	102	307	113	112	54	73	99	144
Capn2	999	948	2047	932	729	563	621	747	988
Capn3	8	16	6	28	9	8	9	16	18
Capn5	0	11	0	27	3	15	14	72	35
Capn6	0	7	1	1	14	10	4	7	7
Capn7	253	527	637	543	424	311	399	309	538
Capn8	2	22	3	5	3	0	6	4	12
Capn9	1	2	0	3	1	0	1	2	2
Capns1	628	272	437	283	315	235	207	283	320
Capns2	5	24	0	22	12	9	13	2	20
Caprin1	1037	1627	2543	1659	1457	1130	1344	1337	1751
Caprin2	32	33	30	8	15	9	20	21	14
Caps2	2	7	1	3	2	2	4	5	0
Capsl	9	2	0	8	0	1	0	6	0
Capza1	635	514	418	462	542	339	346	380	458
Capza2	10517	5505	6845	5677	5685	3848	4185	5580	6233
Capza3	0	0	0	0	0	4	1	0	0
Capzb	9535	4063	2665	4295	4057	2625	2918	3461	4170
Car1	1	3	0	2	7	3	0	5	2
Car10	6	13	1	19	6	4	12	16	28
Car11	0	0	4	2	5	1	1	0	0
Car12	5	10	3	28	24	0	2	15	20
Car13	8	6	54	0	8	1	3	11	4
Car14	6	5	3	3	2	3	0	8	1
Car15	1	1	0	3	0	0	0	0	4
Car2	58	6	2	17	5	10	26	75	6
Car3	3	3	2	2	6	1	3	7	11
Car4	5	4	6706	2	5	1	1	8	1
Car5a	0	2	1	0	0	0	0	2	0
Car5b	23	12	142	24	18	12	23	29	11
Car6	4	0	0	5	2	2	30	10	6
Car7	18	19	35	66	14	6	6	24	12
Car8	0	7	1	4	5	11	1	5	6
Car9	32	39	62	22	44	15	17	19	31
Card10	61	57	0	58	44	31	38	69	75
Card11	16	14	2246	37	6	16	93	50	66
Card14	21	22	2	7	12	14	2	17	5
Card19	399	128	78	152	123	125	129	237	176
Card6	187	162	8	174	185	105	134	172	130
Card9	905	582	424	572	490	424	365	533	533
Carf	63	59	70	96	28	64	88	98	54
Carhsp1	259	198	592	212	236	89	167	241	267
Carm1	101	108	52	124	119	90	50	95	74
Carmil1	13	28	1	10	30	14	12	18	23
Carmil2	4	6	2	5	13	8	2	7	7
Carmil3	0	9	0	2	3	1	4	4	4
Carnmt1	2	2	5	13	19	9	6	2	7
Carns1	0	1	0	0	0	0	0	0	0
Cars	211	156	210	181	116	120	111	157	108
Cars2	307	209	155	198	169	111	84	175	119
Cartpt	0	0	0	1	0	0	0	0	0
Casc1	15	43	5	52	6	13	21	21	25
Casc3	166	127	95	156	192	110	108	125	192
Casc4	7	12	13	18	13	1	8	18	17
Casd1	88	127	111	81	102	55	76	58	88
Cask	321	224	140	211	183	109	127	244	278
Caskin1	11	6	4	8	6	7	5	12	5
Caskin2	9	15	1	17	6	2	1	10	8
Casp1	1780	863	696	1083	1063	732	623	711	774
Casp12	11	13	1	9	18	21	8	23	9
Casp14	7	2	0	0	0	0	1	0	3
Casp2	417	466	280	628	680	397	413	497	509
Casp3	456	235	126	377	346	252	342	383	426
Casp4	588	402	201	515	510	387	295	256	320
Casp6	209	134	134	141	134	74	113	154	127
Casp7	275	117	298	182	179	77	65	120	115
Casp8	964	468	1112	519	504	346	452	544	755
Casp8ap2	338	209	157	229	230	185	153	145	191
Casp9	205	292	484	347	306	189	197	256	280
Casq1	4	2	0	1	3	2	0	3	7
Casq2	4	6	0	2	13	0	2	7	12
Casr	6	8	7	3	17	8	2	8	8
Cass4	27	19	2	46	15	29	77	48	52
Cast	1050	771	1189	971	923	667	695	828	1024
Casz1	66	71	59	28	28	47	24	50	55
Cat	1816	1152	1530	1216	1240	804	678	576	940
Catip	10	11	0	4	8	5	8	3	0
Catsper1	0	2	0	5	3	0	2	6	4
Catsper2	20	21	25	12	12	6	10	23	31
Catsper3	3	6	1	3	4	6	0	7	8
Catsper4	2	2	0	5	0	1	4	3	1
Catsperb	2	13	5	15	15	2	10	17	14
Catsperd	2	12	6	5	4	2	2	0	3
Catsperg1	24	14	5	15	13	22	9	11	3
Catsperg2	4	1	0	8	1	2	5	7	5
Catsperz	4	4	0	1	0	0	0	2	1
Cav1	3	7	538	1	0	1	2	9	0
Cav2	17	16	994	12	25	17	20	36	21
Cav3	0	0	0	2	2	0	0	1	0
Cavin1	2	2	21	0	0	7	7	22	11
Cavin2	7	13	7	9	0	7	4	50	10
Cavin3	0	0	0	4	2	0	1	0	0
Cavin4	0	1	1	4	0	0	0	4	1
Cbarp	2	4	11	2	3	5	3	8	3
Cbfa2t2	197	204	184	197	213	119	133	189	187
Cbfa2t3	1123	511	45	537	732	623	675	493	920
Cbfb	456	254	295	311	352	301	262	331	346
Cbl	1624	1747	852	1901	1996	1230	1161	1536	1940
Cblb	913	1101	156	1363	1454	1334	1239	1313	1532
