	Mo.Ly6C+.Bl.KPd17#3	Mo.Ly6C-Bl.KPd28#1	Mo.Ly6C-Bl.KPd28#2	Mo.Ly6C+.Bl#1	Mo.Ly6C-Bl.KPd28#3	Mo.Ly6C+.Bl#2	Mo.Ly6C+.Bl#3	Mo.Ly6C+.Bl.KPd17#1	Mo.Ly6C+.Bl.KPd28#2	Mo.Ly6C+.Bl.KPd17#2	Mo.Ly6C+.Bl.KPd28#3
Csn1s2b	6.0			2.0		15.0	2.0	0.0	10.0	3.0	13.0
Csn2	1.0			6.0		3.0	0.0	0.0	1.0	2.0	9.0
Csn3	0.0			6.0		0.0	4.0	0.0	4.0	3.0	0.0
Csnk1a1	549.0			2678.0		1018.0	2382.0	797.0	2367.0	1346.0	2020.0
Csnk1d	159.0			848.0		339.0	763.0	222.0	818.0	522.0	637.0
Csnk1e	30.0			153.0		54.0	135.0	28.0	109.0	88.0	96.0
Csnk1g1	121.0			658.0		268.0	538.0	146.0	543.0	451.0	531.0
Csnk1g2	10.0			120.0		50.0	102.0	25.0	81.0	79.0	76.0
Csnk1g3	22.0			133.0		70.0	105.0	34.0	96.0	64.0	101.0
Csnk2a1	79.0			363.0		138.0	304.0	124.0	322.0	313.0	355.0
Csnk2a2	42.0			244.0		118.0	228.0	73.0	153.0	161.0	205.0
Csnk2b	82.0			607.0		269.0	542.0	134.0	546.0	333.0	500.0
Csnka2ip	2.0			0.0		1.0	1.0	0.0	1.0	4.0	0.0
Cspg4	2.0			7.0		4.0	2.0	3.0	4.0	1.0	20.0
Cspg5	0.0			2.0		7.0	4.0	0.0	6.0	9.0	6.0
Cspp1	50.0			234.0		117.0	198.0	71.0	205.0	217.0	233.0
Csprs	0.0			2.0		0.0	4.0	0.0	1.0	1.0	1.0
Csrnp1	25.0			106.0		38.0	65.0	23.0	105.0	24.0	462.0
Csrnp2	2.0			33.0		13.0	37.0	8.0	8.0	21.0	9.0
Csrnp3	3.0			6.0		11.0	2.0	3.0	8.0	26.0	6.0
Csrp1	2.0			44.0		20.0	24.0	7.0	39.0	14.0	45.0
Csrp2	18.0			114.0		49.0	185.0	46.0	80.0	38.0	55.0
Csrp3	0.0			0.0		4.0	0.0	1.0	0.0	4.0	2.0
Cst10	0.0			0.0		1.0	3.0	0.0	1.0	1.0	1.0
Cst11	0.0			0.0		1.0	1.0	0.0	0.0	1.0	7.0
Cst12	0.0			0.0		2.0	1.0	1.0	3.0	3.0	1.0
Cst13	0.0			1.0		2.0	0.0	0.0	1.0	0.0	1.0
Cst3	2385.0			11234.0		5652.0	11582.0	4396.0	10075.0	13342.0	16544.0
Cst6	1.0			2.0		2.0	0.0	3.0	4.0	3.0	1.0
Cst7	11.0			75.0		21.0	13.0	14.0	25.0	26.0	12.0
Cst8	1.0			1.0		1.0	0.0	0.0	0.0	7.0	1.0
Cst9	0.0			0.0		4.0	0.0	0.0	0.0	0.0	1.0
Csta1	0.0			7.0		2.0	0.0	2.0	0.0	4.0	3.0
Cstad	0.0			6.0		1.0	0.0	0.0	2.0	1.0	2.0
Cstb	81.0			549.0		211.0	478.0	140.0	423.0	92.0	1231.0
Cstf1	54.0			321.0		108.0	277.0	49.0	242.0	214.0	282.0
Cstf2	35.0			158.0		61.0	155.0	61.0	155.0	142.0	216.0
Cstf2t	79.0			545.0		186.0	396.0	122.0	458.0	294.0	315.0
Cstf3	59.0			278.0		115.0	175.0	117.0	239.0	164.0	247.0
Cstl1	0.0			1.0		3.0	1.0	0.0	0.0	0.0	0.0
Ctag2	0.0			0.0		1.0	0.0	0.0	0.0	0.0	0.0
Ctbp1	39.0			397.0		111.0	267.0	73.0	236.0	133.0	175.0
Ctbp2	38.0			201.0		104.0	176.0	57.0	167.0	129.0	208.0
Ctbs	68.0			281.0		140.0	269.0	96.0	341.0	269.0	382.0
Ctc1	26.0			294.0		100.0	224.0	49.0	214.0	107.0	239.0
Ctcf	29.0			314.0		86.0	158.0	53.0	203.0	176.0	217.0
Ctcfl	2.0			3.0		2.0	0.0	0.0	2.0	2.0	0.0
Ctdnep1	10.0			65.0		31.0	50.0	21.0	90.0	55.0	72.0
Ctdp1	12.0			329.0		142.0	262.0	50.0	109.0	75.0	83.0
Ctdsp1	56.0			239.0		98.0	193.0	69.0	141.0	179.0	129.0
Ctdsp2	73.0			334.0		127.0	415.0	115.0	322.0	224.0	234.0
Ctdspl	3.0			102.0		26.0	81.0	14.0	82.0	5.0	48.0
Ctdspl2	79.0			292.0		164.0	262.0	152.0	351.0	386.0	358.0
Ctf1	0.0			0.0		0.0	0.0	0.0	0.0	1.0	0.0
Ctf2	0.0			3.0		3.0	11.0	8.0	4.0	3.0	8.0
Ctgf	0.0			3.0		2.0	0.0	4.0	0.0	0.0	2.0
Cth	0.0			4.0		2.0	2.0	0.0	5.0	8.0	17.0
Cthrc1	0.0			0.0		0.0	0.0	0.0	0.0	0.0	0.0
Ctif	4.0			21.0		9.0	18.0	4.0	18.0	3.0	25.0
Ctla2a	36.0			61.0		94.0	52.0	19.0	812.0	1.0	3.0
Ctla2b	0.0			2.0		1.0	0.0	0.0	0.0	0.0	3.0
Ctla4	0.0			1.0		1.0	0.0	0.0	0.0	1.0	0.0
Ctnna1	183.0			1044.0		484.0	767.0	258.0	830.0	430.0	851.0
Ctnna2	3.0			9.0		9.0	4.0	5.0	9.0	13.0	15.0
Ctnna3	1.0			18.0		6.0	5.0	1.0	5.0	1.0	10.0
Ctnnal1	1.0			12.0		7.0	3.0	2.0	10.0	11.0	7.0
Ctnnb1	31.0			586.0		258.0	337.0	70.0	278.0	168.0	442.0
Ctnnbip1	11.0			117.0		31.0	93.0	22.0	136.0	10.0	30.0
Ctnnbl1	81.0			476.0		189.0	383.0	89.0	415.0	211.0	321.0
Ctnnd1	3.0			60.0		27.0	43.0	18.0	36.0	33.0	49.0
Ctnnd2	0.0			10.0		12.0	5.0	7.0	9.0	14.0	49.0
Ctns	46.0			364.0		105.0	266.0	75.0	253.0	122.0	281.0
Ctps	9.0			40.0		18.0	15.0	10.0	75.0	25.0	99.0
Ctps2	163.0			956.0		429.0	821.0	244.0	717.0	331.0	443.0
Ctr9	38.0			405.0		186.0	265.0	75.0	230.0	204.0	307.0
Ctrb1	0.0			1.0		1.0	0.0	0.0	0.0	2.0	0.0
Ctrc	0.0			2.0		0.0	0.0	0.0	1.0	1.0	0.0
Ctrl	4.0			1.0		2.0	12.0	0.0	1.0	5.0	5.0
Cts3	0.0			5.0		5.0	1.0	0.0	3.0	10.0	8.0
Cts6	2.0			1.0		0.0	6.0	1.0	1.0	7.0	3.0
Cts7	0.0			1.0		7.0	0.0	1.0	1.0	0.0	14.0
Cts8	0.0			1.0		1.0	0.0	0.0	0.0	0.0	1.0
Ctsa	1168.0			6547.0		2603.0	5422.0	1470.0	5522.0	3186.0	6910.0
Ctsb	2634.0			14145.0		6629.0	10988.0	3853.0	10671.0	16772.0	34564.0
Ctsc	1511.0			14014.0		4651.0	6731.0	2435.0	10036.0	1407.0	15770.0
Ctsd	85.0			906.0		286.0	609.0	160.0	1059.0	408.0	9142.0
Ctse	33.0			131.0		73.0	211.0	38.0	233.0	105.0	79.0
Ctsf	4.0			24.0		12.0	28.0	1.0	4.0	3.0	148.0
Ctsg	5.0			1.0		5.0	4.0	1.0	6.0	0.0	0.0
Ctsh	768.0			5271.0		1998.0	4533.0	985.0	4415.0	1180.0	4743.0
Ctsj	0.0			2.0		0.0	1.0	0.0	0.0	1.0	2.0
Ctsk	2.0			8.0		6.0	2.0	0.0	15.0	18.0	341.0
Ctsl	50.0			412.0		104.0	278.0	46.0	869.0	103.0	2602.0
Ctsll3	0.0			0.0		1.0	0.0	0.0	0.0	1.0	0.0
Ctsm	0.0			1.0		9.0	9.0	0.0	8.0	0.0	8.0
Ctso	88.0			443.0		170.0	416.0	166.0	348.0	393.0	515.0
Ctsq	1.0			0.0		2.0	0.0	0.0	2.0	2.0	1.0
Ctsr	1.0			1.0		6.0	0.0	0.0	0.0	2.0	0.0
Ctss	4183.0			23592.0		9641.0	17332.0	5956.0	22297.0	9136.0	34238.0
Ctsw	23.0			256.0		64.0	49.0	57.0	104.0	65.0	5.0
Ctsz	900.0			4758.0		1784.0	4178.0	992.0	3946.0	2587.0	9238.0
Cttn	1.0			6.0		3.0	7.0	6.0	13.0	5.0	38.0
Cttnbp2	3.0			14.0		3.0	6.0	3.0	2.0	10.0	20.0
Cttnbp2nl	10.0			84.0		14.0	20.0	15.0	138.0	1.0	593.0
Ctu1	14.0			80.0		41.0	100.0	21.0	119.0	31.0	51.0
Ctu2	31.0			236.0		71.0	142.0	36.0	187.0	113.0	191.0
Ctxn1	1.0			3.0		2.0	0.0	0.0	1.0	1.0	5.0
Ctxn2	0.0			0.0		0.0	0.0	0.0	1.0	7.0	2.0
Ctxn3	0.0			3.0		1.0	0.0	0.0	0.0	0.0	5.0
Cubn	5.0			19.0		23.0	32.0	12.0	29.0	19.0	30.0
Cuedc1	0.0			1.0		0.0	0.0	0.0	1.0	0.0	0.0
Cuedc2	119.0			695.0		271.0	595.0	148.0	598.0	202.0	511.0
Cul1	192.0			869.0		504.0	685.0	312.0	854.0	494.0	714.0
Cul2	75.0			438.0		203.0	274.0	126.0	471.0	247.0	413.0
Cul3	73.0			412.0		165.0	403.0	127.0	505.0	296.0	301.0
Cul4a	103.0			464.0		212.0	412.0	138.0	439.0	228.0	385.0
Cul4b	28.0			218.0		123.0	134.0	48.0	114.0	63.0	149.0
Cul5	88.0			449.0		186.0	305.0	130.0	395.0	168.0	289.0
Cul7	6.0			22.0		11.0	15.0	0.0	5.0	34.0	15.0
Cul9	17.0			104.0		46.0	78.0	20.0	88.0	32.0	112.0
Cuta	74.0			442.0		146.0	373.0	85.0	316.0	162.0	336.0
Cutal	0.0			2.0		0.0	1.0	2.0	0.0	9.0	7.0
Cutc	20.0			160.0		74.0	101.0	21.0	125.0	99.0	78.0
Cux1	186.0			1159.0		407.0	907.0	255.0	825.0	733.0	1109.0
Cux2	1.0			13.0		3.0	8.0	1.0	3.0	6.0	14.0
Cuzd1	0.0			2.0		4.0	0.0	1.0	4.0	0.0	4.0
Cwc15	121.0			654.0		272.0	594.0	183.0	696.0	361.0	572.0
Cwc22	36.0			220.0		101.0	171.0	50.0	147.0	125.0	151.0
Cwc25	53.0			255.0		84.0	172.0	49.0	181.0	150.0	197.0
Cwc27	17.0			139.0		48.0	110.0	33.0	119.0	59.0	126.0
Cwf19l1	9.0			147.0		84.0	96.0	44.0	125.0	81.0	90.0
Cwf19l2	54.0			182.0		103.0	195.0	83.0	245.0	152.0	178.0
Cwh43	1.0			7.0		5.0	0.0	1.0	1.0	23.0	7.0
Cx3cl1	0.0			0.0		3.0	0.0	0.0	0.0	1.0	17.0
Cx3cr1	1139.0			5284.0		2593.0	4886.0	1479.0	1615.0	4807.0	4412.0
Cxadr	1.0			11.0		5.0	3.0	7.0	7.0	29.0	4.0
Cxcl1	0.0			0.0		4.0	1.0	1.0	0.0	0.0	117.0
Cxcl10	63.0			190.0		129.0	50.0	23.0	4.0	1.0	155.0
Cxcl12	0.0			13.0		4.0	1.0	5.0	3.0	0.0	14.0
Cxcl13	0.0			3.0		1.0	0.0	0.0	0.0	1.0	456.0
Cxcl14	0.0			0.0		1.0	0.0	0.0	0.0	0.0	127.0
Cxcl15	1.0			0.0		0.0	1.0	2.0	0.0	0.0	1.0
Cxcl16	17.0			72.0		16.0	31.0	23.0	65.0	18.0	2482.0
Cxcl17	0.0			1.0		3.0	1.0	0.0	1.0	5.0	1.0
Cxcl2	0.0			1.0		1.0	2.0	1.0	1.0	0.0	2000.0
Cxcl3	1.0			0.0		4.0	2.0	0.0	0.0	2.0	65.0
Cxcl5	0.0			0.0		0.0	0.0	1.0	5.0	0.0	1.0
Cxcl9	14.0			11.0		19.0	14.0	3.0	0.0	3.0	456.0
Cxcr1	1.0			0.0		0.0	0.0	0.0	1.0	0.0	16.0
Cxcr2	0.0			4.0		1.0	7.0	0.0	3.0	10.0	5.0
Cxcr3	5.0			29.0		8.0	8.0	6.0	23.0	0.0	13.0
Cxcr4	35.0			113.0		37.0	195.0	50.0	154.0	599.0	819.0
Cxcr5	1.0			7.0		1.0	6.0	0.0	2.0	1.0	4.0
Cxcr6	2.0			17.0		16.0	14.0	4.0	25.0	15.0	29.0
Cxxc1	61.0			417.0		191.0	300.0	82.0	271.0	329.0	433.0
Cxxc4	0.0			6.0		11.0	2.0	1.0	2.0	26.0	6.0
Cxxc5	3.0			14.0		5.0	4.0	3.0	7.0	10.0	12.0
Cyb561	5.0			34.0		16.0	19.0	8.0	28.0	73.0	109.0
Cyb561a3	51.0			321.0		122.0	301.0	51.0	104.0	152.0	289.0
Cyb561d1	59.0			263.0		153.0	257.0	79.0	287.0	212.0	167.0
Cyb561d2	14.0			118.0		66.0	114.0	35.0	79.0	66.0	128.0
Cyb5a	168.0			969.0		463.0	801.0	251.0	471.0	485.0	700.0
Cyb5b	153.0			916.0		357.0	595.0	250.0	549.0	622.0	682.0
Cyb5d1	13.0			36.0		5.0	29.0	7.0	30.0	8.0	15.0
Cyb5d2	18.0			133.0		62.0	99.0	27.0	72.0	58.0	104.0
Cyb5r1	154.0			1164.0		482.0	967.0	311.0	628.0	814.0	803.0
Cyb5r2	1.0			4.0		4.0	10.0	1.0	0.0	3.0	1.0
Cyb5r3	140.0			557.0		219.0	430.0	161.0	736.0	652.0	1018.0
Cyb5r4	49.0			845.0		301.0	726.0	105.0	378.0	183.0	229.0
Cyb5rl	11.0			69.0		15.0	50.0	11.0	60.0	28.0	52.0
Cyba	612.0			3702.0		1537.0	3567.0	793.0	3520.0	2146.0	4018.0
Cybb	4916.0			21545.0		12226.0	18921.0	6666.0	17633.0	13124.0	13442.0
Cybrd1	0.0			2.0		1.0	3.0	0.0	1.0	2.0	6.0
Cyc1	119.0			861.0		309.0	629.0	173.0	847.0	446.0	765.0
Cycs	21.0			97.0		30.0	112.0	21.0	76.0	47.0	66.0
Cyct	1.0			5.0		1.0	2.0	0.0	1.0	2.0	0.0
Cyfip1	407.0			2111.0		935.0	1550.0	514.0	1346.0	902.0	2073.0
Cyfip2	163.0			939.0		280.0	407.0	261.0	768.0	2631.0	1388.0
Cygb	0.0			0.0		0.0	0.0	0.0	0.0	0.0	0.0
Cyhr1	18.0			117.0		64.0	96.0	34.0	100.0	62.0	131.0
Cylc1	1.0			0.0		7.0	2.0	0.0	0.0	3.0	0.0
Cylc2	0.0			0.0		1.0	1.0	0.0	0.0	1.0	1.0
Cyld	191.0			738.0		417.0	713.0	289.0	739.0	537.0	661.0
Cym	1.0			10.0		1.0	9.0	4.0	2.0	0.0	2.0
Cyp11a1	0.0			0.0		0.0	0.0	0.0	0.0	3.0	0.0
Cyp11b1	0.0			0.0		2.0	0.0	0.0	0.0	2.0	0.0
Cyp11b2	0.0			5.0		3.0	0.0	0.0	0.0	12.0	0.0
Cyp17a1	0.0			11.0		0.0	6.0	0.0	2.0	0.0	4.0
Cyp19a1	1.0			0.0		6.0	6.0	3.0	0.0	0.0	5.0
Cyp1a1	3.0			4.0		1.0	0.0	0.0	1.0	6.0	5.0
Cyp1a2	0.0			0.0		0.0	1.0	0.0	0.0	1.0	3.0
Cyp1b1	3.0			1.0		3.0	0.0	6.0	9.0	2.0	0.0
Cyp20a1	47.0			317.0		117.0	178.0	84.0	282.0	133.0	271.0
Cyp21a1	0.0			0.0		0.0	0.0	0.0	0.0	1.0	0.0
Cyp24a1	1.0			4.0		7.0	5.0	2.0	2.0	16.0	6.0
Cyp26a1	0.0			3.0		0.0	0.0	3.0	0.0	1.0	0.0
Cyp26b1	0.0			0.0		3.0	4.0	2.0	0.0	1.0	0.0
Cyp26c1	0.0			2.0		6.0	0.0	0.0	4.0	0.0	2.0
Cyp27a1	402.0			1776.0		1109.0	2289.0	516.0	1218.0	699.0	923.0
Cyp27b1	0.0			2.0		1.0	1.0	1.0	3.0	0.0	4.0
Cyp2a12	1.0			4.0		1.0	0.0	1.0	1.0	5.0	12.0
Cyp2a22	1.0			0.0		6.0	0.0	0.0	1.0	0.0	3.0
Cyp2a4	0.0			0.0		1.0	1.0	0.0	0.0	1.0	0.0
Cyp2a5	0.0			2.0		0.0	0.0	0.0	0.0	0.0	2.0
Cyp2ab1	42.0			184.0		77.0	246.0	66.0	78.0	561.0	306.0
Cyp2b10	0.0			3.0		0.0	1.0	4.0	4.0	3.0	3.0
Cyp2b13	1.0			1.0		4.0	0.0	1.0	1.0	4.0	3.0
Cyp2b19	0.0			5.0		0.0	6.0	3.0	1.0	0.0	4.0
Cyp2b23	0.0			0.0		2.0	4.0	1.0	3.0	0.0	8.0
Cyp2b9	0.0			1.0		2.0	0.0	1.0	7.0	6.0	3.0
Cyp2c23	0.0			4.0		2.0	0.0	0.0	0.0	0.0	3.0
Cyp2c29	3.0			2.0		8.0	4.0	0.0	0.0	2.0	3.0
Cyp2c37	0.0			3.0		6.0	1.0	1.0	5.0	1.0	1.0
Cyp2c38	2.0			9.0		1.0	1.0	1.0	0.0	1.0	9.0
Cyp2c39	0.0			3.0		3.0	0.0	4.0	2.0	5.0	5.0
Cyp2c40	0.0			0.0		1.0	0.0	0.0	2.0	9.0	1.0
Cyp2c50	0.0			4.0		0.0	1.0	0.0	1.0	6.0	1.0
Cyp2c54	0.0			1.0		2.0	0.0	0.0	2.0	5.0	6.0
Cyp2c55	1.0			4.0		1.0	3.0	0.0	1.0	2.0	2.0
Cyp2c65	1.0			0.0		0.0	4.0	3.0	2.0	9.0	1.0
Cyp2c66	1.0			2.0		1.0	5.0	2.0	0.0	4.0	4.0
Cyp2c67	1.0			1.0		0.0	0.0	0.0	1.0	0.0	0.0
Cyp2c68	0.0			3.0		0.0	0.0	0.0	0.0	1.0	0.0
Cyp2c69	0.0			1.0		1.0	0.0	0.0	0.0	0.0	2.0
Cyp2c70	0.0			8.0		3.0	2.0	0.0	7.0	7.0	2.0
Cyp2d10	0.0			6.0		4.0	1.0	1.0	0.0	0.0	6.0
Cyp2d11	1.0			0.0		1.0	0.0	2.0	0.0	2.0	1.0
Cyp2d12	0.0			4.0		1.0	1.0	0.0	2.0	2.0	3.0
Cyp2d22	0.0			8.0		1.0	9.0	2.0	4.0	14.0	6.0
Cyp2d26	0.0			5.0		3.0	1.0	1.0	3.0	10.0	2.0
Cyp2d34	1.0			2.0		0.0	0.0	0.0	0.0	6.0	0.0
Cyp2d40	0.0			0.0		2.0	0.0	2.0	2.0	4.0	0.0
Cyp2d9	1.0			0.0		2.0	0.0	0.0	2.0	1.0	0.0
Cyp2e1	1.0			1.0		1.0	3.0	0.0	3.0	1.0	7.0
Cyp2f2	0.0			3.0		0.0	2.0	0.0	1.0	1.0	1.0
Cyp2g1	0.0			3.0		2.0	1.0	0.0	1.0	1.0	2.0
Cyp2j11	0.0			5.0		1.0	4.0	0.0	1.0	12.0	9.0
Cyp2j12	2.0			1.0		4.0	0.0	3.0	0.0	5.0	3.0
Cyp2j13	6.0			9.0		2.0	0.0	9.0	6.0	2.0	5.0
Cyp2j5	2.0			4.0		0.0	4.0	0.0	1.0	3.0	0.0
Cyp2j6	3.0			1.0		1.0	7.0	2.0	0.0	2.0	24.0
Cyp2j7	1.0			5.0		4.0	3.0	0.0	7.0	3.0	2.0
Cyp2j8	1.0			0.0		4.0	0.0	0.0	2.0	1.0	2.0
Cyp2j9	1.0			4.0		7.0	4.0	1.0	3.0	14.0	6.0
Cyp2r1	15.0			41.0		36.0	23.0	15.0	21.0	68.0	80.0
Cyp2s1	2.0			5.0		1.0	2.0	0.0	14.0	2.0	65.0
Cyp2t4	0.0			5.0		1.0	7.0	1.0	6.0	4.0	3.0
Cyp2u1	2.0			5.0		11.0	27.0	1.0	17.0	1.0	11.0
Cyp2w1	1.0			3.0		1.0	0.0	1.0	3.0	3.0	2.0
Cyp39a1	25.0			284.0		77.0	95.0	49.0	122.0	60.0	66.0
Cyp3a11	0.0			1.0		6.0	18.0	2.0	2.0	5.0	0.0
Cyp3a13	0.0			9.0		7.0	2.0	0.0	5.0	7.0	12.0
Cyp3a16	0.0			6.0		0.0	0.0	2.0	1.0	4.0	4.0
Cyp3a25	0.0			2.0		3.0	4.0	2.0	4.0	7.0	8.0
Cyp3a41a	0.0			0.0		0.0	1.0	1.0	0.0	0.0	3.0
Cyp3a41b	0.0			0.0		1.0	0.0	1.0	0.0	2.0	0.0
Cyp3a44	1.0			0.0		3.0	0.0	2.0	5.0	1.0	2.0
Cyp3a57	0.0			5.0		4.0	0.0	0.0	4.0	6.0	7.0
Cyp3a59	0.0			1.0		1.0	0.0	1.0	0.0	11.0	0.0
Cyp46a1	2.0			1.0		1.0	4.0	1.0	0.0	7.0	1.0
Cyp4a10	2.0			1.0		1.0	10.0	0.0	6.0	2.0	0.0
Cyp4a12a	0.0			4.0		2.0	2.0	0.0	2.0	1.0	0.0
Cyp4a12b	0.0			0.0		2.0	0.0	0.0	0.0	1.0	0.0
Cyp4a14	6.0			4.0		5.0	4.0	2.0	2.0	10.0	7.0
Cyp4a29	1.0			6.0		0.0	1.0	1.0	5.0	12.0	16.0
Cyp4a30b	0.0			6.0		1.0	0.0	3.0	1.0	3.0	2.0
Cyp4a31	1.0			4.0		0.0	3.0	0.0	5.0	9.0	4.0
Cyp4a32	0.0			1.0		2.0	0.0	0.0	1.0	1.0	0.0
Cyp4b1	0.0			3.0		2.0	0.0	0.0	1.0	0.0	4.0
Cyp4f13	40.0			252.0		65.0	171.0	71.0	255.0	253.0	227.0
Cyp4f14	1.0			3.0		2.0	2.0	0.0	1.0	4.0	1.0
Cyp4f15	1.0			0.0		2.0	0.0	2.0	1.0	9.0	1.0
Cyp4f16	174.0			1040.0		336.0	597.0	221.0	621.0	783.0	703.0
Cyp4f17	9.0			82.0		33.0	59.0	12.0	54.0	83.0	51.0
Cyp4f18	281.0			2026.0		811.0	1485.0	523.0	2830.0	1972.0	2585.0
Cyp4f37	0.0			40.0		10.0	7.0	2.0	10.0	10.0	9.0
Cyp4f39	0.0			6.0		1.0	0.0	0.0	4.0	5.0	2.0
Cyp4f40	0.0			1.0		0.0	0.0	0.0	0.0	3.0	0.0
Cyp4v3	104.0			441.0		177.0	280.0	87.0	350.0	226.0	435.0
Cyp4x1	1.0			3.0		2.0	6.0	0.0	1.0	8.0	6.0
Cyp51	111.0			755.0		317.0	300.0	244.0	320.0	316.0	434.0
Cyp7a1	1.0			5.0		6.0	3.0	3.0	3.0	4.0	5.0
Cyp7b1	1.0			31.0		22.0	23.0	16.0	33.0	6.0	15.0
Cyp8b1	0.0			3.0		0.0	0.0	0.0	1.0	3.0	1.0
Cypt1	0.0			1.0		0.0	0.0	1.0	0.0	0.0	0.0
Cypt12	0.0			0.0		1.0	0.0	0.0	0.0	0.0	0.0
Cypt14	0.0			0.0		0.0	0.0	0.0	1.0	1.0	1.0
Cypt15	0.0			0.0		0.0	0.0	0.0	2.0	0.0	1.0
Cypt2	0.0			0.0		0.0	2.0	0.0	0.0	0.0	1.0
Cypt3	0.0			0.0		0.0	0.0	0.0	0.0	0.0	1.0
Cypt4	0.0			0.0		0.0	2.0	0.0	1.0	0.0	0.0
Cyr61	1.0			0.0		1.0	0.0	0.0	0.0	1.0	54.0
Cys1	2.0			2.0		7.0	6.0	0.0	1.0	3.0	3.0
Cysltr1	69.0			450.0		133.0	290.0	78.0	498.0	40.0	630.0
Cysltr2	2.0			18.0		1.0	5.0	1.0	13.0	12.0	15.0
Cysrt1	0.0			0.0		2.0	1.0	0.0	0.0	0.0	1.0
Cystm1	3.0			2.0		2.0	2.0	1.0	3.0	6.0	17.0
Cyth1	162.0			791.0		322.0	839.0	204.0	768.0	624.0	1161.0
Cyth2	59.0			309.0		128.0	354.0	41.0	280.0	68.0	114.0
Cyth3	107.0			605.0		187.0	379.0	180.0	613.0	2266.0	1488.0
Cyth4	445.0			2592.0		899.0	2451.0	540.0	1834.0	1564.0	2664.0
Cytip	2122.0			8487.0		3884.0	7443.0	3142.0	6105.0	7220.0	6759.0
Cytl1	0.0			1.0		0.0	0.0	0.0	3.0	0.0	1.0
Cyyr1	1.0			3.0		8.0	4.0	2.0	1.0	7.0	3.0
D030056L22Rik	1.0			84.0		17.0	40.0	6.0	13.0	21.0	16.0
D10Jhu81e	16.0			90.0		33.0	72.0	21.0	95.0	49.0	110.0
D10Wsu102e	53.0			283.0		159.0	230.0	74.0	236.0	221.0	336.0
D11Wsu47e	19.0			137.0		39.0	82.0	27.0	60.0	104.0	80.0
D130040H23Rik	18.0			47.0		27.0	54.0	22.0	39.0	30.0	64.0
D130043K22Rik	3.0			4.0		2.0	3.0	0.0	2.0	9.0	3.0
D130052B06Rik	0.0			0.0		0.0	1.0	0.0	0.0	0.0	3.0
D13Ertd608e	0.0			0.0		0.0	0.0	0.0	0.0	1.0	0.0
D16Ertd472e	20.0			109.0		29.0	108.0	21.0	90.0	53.0	106.0
D17H6S53E	14.0			91.0		28.0	129.0	45.0	82.0	118.0	68.0
D17Wsu92e	115.0			453.0		230.0	463.0	139.0	449.0	348.0	331.0
D1Ertd622e	305.0			1301.0		655.0	1022.0	415.0	907.0	736.0	609.0
D1Pas1	0.0			0.0		1.0	1.0	1.0	0.0	10.0	0.0
D230025D16Rik	87.0			390.0		200.0	502.0	134.0	475.0	237.0	241.0
D2hgdh	16.0			84.0		50.0	76.0	18.0	49.0	65.0	100.0
D330020A13Rik	0.0			0.0		0.0	0.0	0.0	0.0	0.0	0.0
D330045A20Rik	0.0			4.0		2.0	0.0	2.0	1.0	4.0	42.0
D3Ertd254e	12.0			101.0		60.0	76.0	23.0	79.0	23.0	67.0
D3Ertd751e	7.0			26.0		20.0	23.0	11.0	22.0	79.0	66.0
D430019H16Rik	0.0			3.0		13.0	1.0	1.0	1.0	2.0	1.0
D430041D05Rik	6.0			8.0		5.0	6.0	8.0	12.0	24.0	17.0
D430042O09Rik	55.0			204.0		97.0	244.0	64.0	235.0	162.0	195.0
D5Ertd577e	0.0			0.0		2.0	0.0	0.0	0.0	0.0	0.0
D5Ertd579e	45.0			222.0		93.0	221.0	70.0	226.0	141.0	229.0
D630003M21Rik	3.0			5.0		8.0	6.0	2.0	0.0	14.0	4.0
D630023F18Rik	0.0			6.0		4.0	15.0	1.0	9.0	1.0	4.0
D630036H23Rik	0.0			2.0		1.0	0.0	0.0	0.0	0.0	0.0
D630039A03Rik	0.0			0.0		2.0	0.0	0.0	6.0	3.0	2.0
D630044L22Rik	1.0			0.0		1.0	0.0	1.0	1.0	1.0	4.0
D630045J12Rik	3.0			11.0		2.0	6.0	5.0	9.0	15.0	10.0
D6Ertd527e	0.0			2.0		0.0	0.0	1.0	1.0	4.0	1.0
D6Wsu163e	33.0			230.0		110.0	187.0	50.0	117.0	117.0	271.0
D730001G18Rik	0.0			6.0		0.0	0.0	0.0	0.0	1.0	3.0
D730048I06Rik	0.0			0.0		0.0	0.0	0.0	2.0	0.0	0.0
D7Ertd443e	0.0			17.0		10.0	6.0	2.0	4.0	11.0	9.0
D830030K20Rik	0.0			0.0		0.0	0.0	1.0	0.0	0.0	0.0
D830044I16Rik	4.0			22.0		18.0	47.0	7.0	23.0	25.0	26.0
D8Ertd738e	146.0			880.0		322.0	949.0	234.0	669.0	417.0	636.0
D930007J09Rik	0.0			0.0		0.0	0.0	0.0	0.0	0.0	0.0
D930020B18Rik	0.0			1.0		5.0	4.0	1.0	6.0	3.0	3.0
D930048N14Rik	2.0			4.0		0.0	0.0	0.0	5.0	0.0	3.0
DXBay18	0.0			0.0		0.0	0.0	0.0	0.0	0.0	0.0
Daam1	31.0			99.0		54.0	172.0	50.0	96.0	59.0	154.0
Daam2	7.0			34.0		11.0	31.0	12.0	41.0	24.0	10.0
